Code commune;Libellé des communes;Typo degré de densité;Région;Population municipale 2010;Part population dense (1);Part population intermédiaire (2);Part population peu dense (3);Part population très peu dense (4)
59278;Hallennes-lez-Haubourdin;1;32;3 997;88,54 %;10,00 %;1,45 %;0,00 %
59279;Halluin;2;32;20 199;0,00 %;97,42 %;2,57 %;0,01 %
59280;Hamel;3;32;780;0,00 %;0,00 %;100,00 %;0,00 %
59281;Hantay;2;32;1 046;0,00 %;67,72 %;31,62 %;0,66 %
59282;Hardifort;3;32;382;0,00 %;0,00 %;92,31 %;7,69 %
59283;Hargnies;3;32;583;0,00 %;0,00 %;97,29 %;2,71 %
59284;Hasnon;2;32;3 721;0,00 %;82,16 %;17,30 %;0,54 %
59285;Haspres;3;32;2 800;0,00 %;0,00 %;99,15 %;0,85 %
59286;Haubourdin;1;32;14 455;89,53 %;10,47 %;0,00 %;0,00 %
59287;Haucourt-en-Cambrésis;4;32;209;0,00 %;0,00 %;0,00 %;100,00 %
59288;Haulchin;2;32;2 371;0,00 %;97,67 %;0,91 %;1,42 %
59289;Haussy;3;32;1 550;0,00 %;0,00 %;96,49 %;3,51 %
59290;Haut-Lieu;3;32;389;0,00 %;12,09 %;71,54 %;16,37 %
59291;Hautmont;2;32;14 239;0,00 %;98,72 %;1,18 %;0,10 %
59292;Haveluy;2;32;3 088;0,00 %;94,92 %;5,07 %;0,01 %
59293;Haverskerque;3;32;1 472;0,00 %;0,00 %;98,10 %;1,90 %
59294;Haynecourt;4;32;594;0,00 %;0,00 %;0,00 %;100,00 %
59295;Hazebrouck;2;32;21 598;0,00 %;96,66 %;2,80 %;0,54 %
59296;Hecq;3;32;353;0,00 %;0,00 %;100,00 %;0,00 %
59297;Hélesmes;2;32;1 942;0,00 %;57,99 %;41,84 %;0,17 %
59299;Hem;1;32;17 369;96,52 %;2,30 %;1,18 %;0,00 %
59300;Hem-Lenglet;3;32;580;0,00 %;0,00 %;100,00 %;0,00 %
59301;Hergnies;2;32;4 276;0,00 %;85,74 %;14,26 %;0,00 %
59302;Hérin;2;32;3 840;0,00 %;97,34 %;2,55 %;0,11 %
59303;Herlies;3;32;2 147;0,00 %;0,00 %;100,00 %;0,00 %
59304;Herrin;2;32;403;0,00 %;68,58 %;31,42 %;0,00 %
59305;Herzeele;3;32;1 518;0,00 %;0,00 %;94,05 %;5,95 %
59306;Hestrud;4;32;291;0,00 %;0,00 %;0,00 %;100,00 %
59307;Holque;3;32;935;0,00 %;0,00 %;99,30 %;0,70 %
59308;Hondeghem;3;32;931;0,00 %;0,00 %;91,65 %;8,35 %
59309;Hondschoote;3;32;4 106;0,00 %;0,00 %;94,37 %;5,63 %
59310;Hon-Hergies;3;32;830;0,00 %;0,00 %;85,16 %;14,84 %
59311;Honnechy;3;32;528;0,00 %;0,00 %;97,74 %;2,26 %
59312;Honnecourt-sur-Escaut;3;32;743;0,00 %;0,00 %;83,01 %;16,99 %
59313;Hordain;3;32;1 472;0,00 %;0,00 %;99,83 %;0,17 %
59314;Hornaing;2;32;3 426;0,00 %;91,94 %;7,99 %;0,07 %
59315;Houdain-lez-Bavay;3;32;868;0,00 %;0,00 %;96,13 %;3,87 %
59316;Houplin-Ancoisne;2;32;3 431;0,00 %;98,63 %;1,20 %;0,17 %
59317;Houplines;2;32;7 611;0,00 %;92,78 %;7,07 %;0,15 %
59318;Houtkerque;3;32;991;0,00 %;0,00 %;92,03 %;7,97 %
59319;Hoymille;2;32;3 192;0,00 %;94,49 %;5,05 %;0,45 %
59320;Illies;3;32;1 419;0,00 %;0,00 %;98,13 %;1,87 %
59321;Inchy;2;32;729;0,00 %;58,24 %;41,36 %;0,40 %
59322;Iwuy;3;32;3 200;0,00 %;0,00 %;99,25 %;0,75 %
59323;Jenlain;3;32;1 054;0,00 %;0,00 %;100,00 %;0,00 %
59324;Jeumont;2;32;9 772;0,00 %;99,12 %;0,58 %;0,30 %
59325;Jolimetz;3;32;890;0,00 %;0,00 %;99,22 %;0,78 %
59326;Killem;3;32;964;0,00 %;0,00 %;92,03 %;7,97 %
59327;Lallaing;2;32;6 525;0,00 %;96,81 %;2,97 %;0,22 %
59328;Lambersart;1;32;28 504;96,13 %;3,48 %;0,39 %;0,00 %
59329;Lambres-lez-Douai;1;32;5 092;57,49 %;39,25 %;2,72 %;0,54 %
59330;Landas;3;32;2 377;0,00 %;0,00 %;100,00 %;0,00 %
59331;Landrecies;3;32;3 581;0,00 %;0,00 %;96,82 %;3,18 %
59332;Lannoy;1;32;1 718;100,00 %;0,00 %;0,00 %;0,00 %
59333;Larouillies;3;32;271;0,00 %;0,00 %;96,42 %;3,58 %
59334;Lauwin-Planque;1;32;1 806;66,78 %;33,22 %;0,00 %;0,00 %
59335;Lecelles;2;32;2 653;0,00 %;51,66 %;47,05 %;1,29 %
59336;Lécluse;3;32;1 442;0,00 %;0,00 %;100,00 %;0,00 %
59337;Lederzeele;3;32;592;0,00 %;0,00 %;94,68 %;5,32 %
59338;Ledringhem;3;32;673;0,00 %;0,00 %;94,62 %;5,38 %
59339;Leers;2;32;9 286;5,01 %;93,55 %;1,44 %;0,00 %
59340;Leffrinckoucke;1;32;4 482;44,45 %;48,18 %;6,70 %;0,67 %
59341;Lesdain;3;32;408;0,00 %;0,00 %;94,66 %;5,34 %
59342;Lez-Fontaine;3;32;215;0,00 %;0,00 %;83,46 %;16,54 %
59343;Lesquin;1;32;6 394;81,95 %;7,69 %;10,34 %;0,01 %
59344;Leval;2;32;2 326;0,00 %;84,51 %;15,17 %;0,31 %
59345;Lewarde;2;32;2 739;0,00 %;97,59 %;2,41 %;0,00 %
59346;Lezennes;1;32;3 064;99,74 %;0,00 %;0,26 %;0,00 %
59347;Liessies;3;32;556;0,00 %;0,00 %;89,11 %;10,89 %
59348;Lieu-Saint-Amand;2;32;1 260;0,00 %;93,75 %;6,25 %;0,00 %
59349;Ligny-en-Cambrésis;2;32;1 787;0,00 %;99,28 %;0,01 %;0,71 %
59350;Lille;1;32;227 560;99,59 %;0,39 %;0,02 %;0,00 %
59351;Limont-Fontaine;3;32;575;0,00 %;0,00 %;90,70 %;9,30 %
59352;Linselles;2;32;8 257;0,00 %;90,01 %;9,99 %;0,00 %
59353;Locquignol;4;32;346;0,00 %;0,00 %;25,62 %;74,38 %
59354;Loffre;2;32;755;0,00 %;66,93 %;33,07 %;0,00 %
59356;Lompret;2;32;2 335;3,98 %;93,69 %;2,32 %;0,00 %
59357;La Longueville;3;32;2 181;0,00 %;1,36 %;87,30 %;11,34 %
59358;Looberghe;3;32;1 180;0,00 %;0,00 %;91,96 %;8,04 %
59359;Loon-Plage;2;32;6 302;0,00 %;97,82 %;1,04 %;1,14 %
59360;Loos;1;32;21 592;100,00 %;0,00 %;0,00 %;0,00 %
59361;Lourches;2;32;3 908;0,00 %;100,00 %;0,00 %;0,00 %
59363;Louvignies-Quesnoy;3;32;955;0,00 %;0,00 %;98,25 %;1,75 %
59364;Louvil;2;32;850;0,00 %;98,77 %;0,04 %;1,19 %
59365;Louvroil;2;32;6 830;0,00 %;95,76 %;3,00 %;1,24 %
59366;Lynde;3;32;691;0,00 %;0,00 %;92,16 %;7,84 %
59367;Lys-lez-Lannoy;1;32;12 950;95,70 %;4,30 %;0,00 %;0,00 %
59368;La Madeleine;1;32;22 442;100,00 %;0,00 %;0,00 %;0,00 %
59369;Maing;2;32;3 987;0,00 %;86,12 %;13,66 %;0,22 %
59370;Mairieux;3;32;774;0,00 %;28,53 %;70,59 %;0,87 %
59371;Le Maisnil;3;32;609;0,00 %;0,00 %;100,00 %;0,00 %
59372;Malincourt;3;32;508;0,00 %;0,00 %;98,40 %;1,60 %
59374;Marbaix;3;32;472;0,00 %;0,00 %;93,88 %;6,12 %
59375;Marchiennes;3;32;4 742;0,00 %;0,00 %;99,18 %;0,82 %
59377;Marcoing;3;32;1 830;0,00 %;0,00 %;97,47 %;2,53 %
59378;Marcq-en-Baroeul;1;32;38 947;99,52 %;0,13 %;0,35 %;0,00 %
59379;Marcq-en-Ostrevent;3;32;585;0,00 %;0,00 %;97,51 %;2,49 %
59381;Maresches;3;32;895;0,00 %;0,00 %;99,89 %;0,11 %
59382;Maretz;3;32;1 487;0,00 %;0,00 %;95,07 %;4,93 %
59383;Marly;1;32;11 871;97,34 %;0,06 %;2,56 %;0,04 %
59384;Maroilles;3;32;1 436;0,00 %;0,00 %;90,51 %;9,49 %
59385;Marpent;2;32;2 669;0,00 %;90,57 %;9,16 %;0,27 %
59386;Marquette-lez-Lille;1;32;9 797;99,89 %;0,00 %;0,11 %;0,00 %
59387;Marquette-en-Ostrevant;3;32;1 676;0,00 %;0,00 %;99,30 %;0,70 %
59388;Marquillies;3;32;1 992;0,00 %;0,00 %;99,73 %;0,26 %
59389;Masnières;3;32;2 626;0,00 %;0,00 %;99,84 %;0,16 %
59390;Masny;2;32;4 361;0,00 %;93,36 %;4,64 %;2,01 %
59391;Mastaing;3;32;909;0,00 %;0,65 %;96,49 %;2,85 %
59392;Maubeuge;2;32;31 046;0,00 %;98,23 %;1,77 %;0,00 %
59393;Maulde;3;32;957;0,00 %;7,31 %;92,45 %;0,24 %
59394;Maurois;3;32;422;0,00 %;0,00 %;99,35 %;0,65 %
59395;Mazinghien;3;32;321;0,00 %;0,00 %;97,07 %;2,93 %
59396;Mecquignies;3;32;652;0,00 %;0,00 %;97,43 %;2,57 %
59397;Merckeghem;3;32;574;0,00 %;0,00 %;82,63 %;17,37 %
59398;Mérignies;3;32;2 485;0,00 %;0,00 %;100,00 %;0,00 %
59399;Merris;3;32;1 065;0,00 %;0,00 %;94,33 %;5,67 %
59400;Merville;2;32;8 993;0,00 %;83,11 %;16,57 %;0,33 %
59401;Méteren;3;32;2 146;0,00 %;0,00 %;95,19 %;4,81 %
59402;Millam;3;32;783;0,00 %;0,00 %;86,65 %;13,35 %
59403;Millonfosse;2;32;664;0,00 %;84,79 %;15,03 %;0,19 %
59405;Moeuvres;3;32;447;0,00 %;0,00 %;98,16 %;1,84 %
59406;Monceau-Saint-Waast;3;32;512;0,00 %;0,78 %;92,02 %;7,21 %
59407;Monchaux-sur-Écaillon;3;32;551;0,00 %;0,00 %;99,81 %;0,19 %
59408;Moncheaux;2;32;1 448;0,00 %;70,53 %;29,35 %;0,12 %
59409;Monchecourt;3;32;2 575;0,00 %;0,00 %;96,15 %;3,85 %
59410;Mons-en-Baroeul;1;32;21 887;100,00 %;0,00 %;0,00 %;0,00 %
59411;Mons-en-Pévèle;2;32;2 139;0,00 %;54,49 %;44,16 %;1,35 %
59412;Montay;3;32;350;0,00 %;39,46 %;57,45 %;3,09 %
59413;Montigny-en-Cambrésis;3;32;585;0,00 %;0,00 %;99,67 %;0,33 %
59414;Montigny-en-Ostrevent;2;32;4 872;0,00 %;97,38 %;2,36 %;0,27 %
59415;Montrécourt;3;32;233;0,00 %;0,00 %;96,29 %;3,71 %
59416;Morbecque;3;32;2 658;0,00 %;1,12 %;93,71 %;5,17 %
59418;Mortagne-du-Nord;3;32;1 621;0,00 %;0,00 %;100,00 %;0,00 %
59419;Mouchin;3;32;1 368;0,00 %;0,00 %;99,04 %;0,96 %
59420;Moustier-en-Fagne;4;32;61;0,00 %;0,00 %;0,00 %;100,00 %
59421;Mouvaux;1;32;13 566;99,95 %;0,00 %;0,05 %;0,00 %
59422;Naves;3;32;605;0,00 %;0,00 %;100,00 %;0,00 %
59423;Neuf-Berquin;2;32;1 241;0,00 %;68,34 %;31,66 %;0,00 %
59424;Neuf-Mesnil;2;32;1 254;0,00 %;89,96 %;10,04 %;0,00 %
59425;Neuville-en-Avesnois;3;32;291;0,00 %;0,00 %;99,99 %;0,01 %
59426;Neuville-en-Ferrain;1;32;10 132;93,18 %;4,04 %;2,55 %;0,22 %
59427;La Neuville;3;32;680;0,00 %;71,24 %;27,80 %;0,96 %
59428;Neuville-Saint-Rémy;2;32;3 744;0,00 %;99,84 %;0,00 %;0,16 %
59429;Neuville-sur-Escaut;2;32;2 560;0,00 %;95,39 %;3,40 %;1,21 %
59430;Neuvilly;3;32;1 049;0,00 %;0,00 %;98,42 %;1,58 %
59431;Nieppe;2;32;7 587;0,00 %;86,46 %;10,87 %;2,67 %
59432;Niergnies;3;32;497;0,00 %;65,82 %;33,59 %;0,58 %
59433;Nieurlet;3;32;980;0,00 %;0,00 %;97,23 %;2,77 %
59434;Nivelle;3;32;1 283;0,00 %;0,00 %;99,21 %;0,79 %
59435;Nomain;3;32;2 464;0,00 %;0,00 %;98,43 %;1,57 %
59436;Noordpeene;3;32;788;0,00 %;0,00 %;75,45 %;24,55 %
59437;Noyelles-lès-Seclin;2;32;879;0,00 %;82,83 %;17,17 %;0,00 %
59438;Noyelles-sur-Escaut;3;32;766;0,00 %;0,00 %;99,86 %;0,14 %
59439;Noyelles-sur-Sambre;3;32;314;0,00 %;0,00 %;86,18 %;13,82 %
59440;Noyelles-sur-Selle;2;32;768;0,00 %;99,73 %;0,00 %;0,27 %
59441;Obies;3;32;704;0,00 %;0,00 %;96,40 %;3,60 %
59442;Obrechies;3;32;259;0,00 %;0,00 %;97,64 %;2,36 %
59443;Ochtezeele;3;32;341;0,00 %;0,00 %;80,73 %;19,27 %
59444;Odomez;3;32;898;0,00 %;43,30 %;54,97 %;1,73 %
59445;Ohain;3;32;1 292;0,00 %;0,00 %;97,72 %;2,28 %
59446;Oisy;2;32;564;0,00 %;95,63 %;0,13 %;4,25 %
59447;Onnaing;2;32;8 709;0,00 %;99,95 %;0,00 %;0,05 %
59448;Oost-Cappel;3;32;528;0,00 %;0,00 %;98,65 %;1,35 %
59449;Orchies;2;32;8 178;0,00 %;91,08 %;8,68 %;0,23 %
59450;Ors;3;32;653;0,00 %;0,00 %;89,07 %;10,93 %
59451;Orsinval;3;32;524;0,00 %;0,00 %;97,89 %;2,11 %
59452;Ostricourt;2;32;5 225;0,00 %;99,60 %;0,40 %;0,00 %
59453;Oudezeele;3;32;668;0,00 %;0,00 %;90,10 %;9,90 %
59454;Oxelaëre;3;32;510;0,00 %;0,00 %;97,16 %;2,84 %
59455;Paillencourt;3;32;991;0,00 %;0,00 %;98,49 %;1,51 %
59456;Pecquencourt;2;32;6 154;0,00 %;90,72 %;8,89 %;0,39 %
59457;Pérenchies;2;32;8 104;0,00 %;97,25 %;2,75 %;0,00 %
59458;Péronne-en-Mélantois;2;32;871;0,00 %;63,67 %;36,33 %;0,00 %
59459;Petite-Forêt;1;32;4 958;98,74 %;0,00 %;1,26 %;0,00 %
59461;Petit-Fayt;3;32;295;0,00 %;0,00 %;76,20 %;23,80 %
59462;Phalempin;2;32;4 457;0,00 %;86,80 %;12,84 %;0,37 %
59463;Pitgam;3;32;918;0,00 %;0,00 %;82,20 %;17,80 %
59464;Poix-du-Nord;3;32;2 107;0,00 %;0,00 %;99,00 %;1,00 %
59465;Pommereuil;3;32;761;0,00 %;0,00 %;87,63 %;12,37 %
59466;Pont-à-Marcq;3;32;2 634;0,00 %;0,00 %;100,00 %;0,00 %
59467;Pont-sur-Sambre;2;32;2 586;0,00 %;76,72 %;22,59 %;0,69 %
59468;Potelle;3;32;361;0,00 %;0,00 %;87,77 %;12,23 %
59469;Pradelles;3;32;365;0,00 %;0,00 %;91,88 %;8,12 %
59470;Prémesques;2;32;2 164;0,00 %;79,79 %;20,21 %;0,00 %
59471;Préseau;3;32;1 870;0,00 %;0,00 %;99,89 %;0,11 %
59472;Preux-au-Bois;3;32;837;0,00 %;0,00 %;99,79 %;0,21 %
59473;Preux-au-Sart;3;32;289;0,00 %;0,00 %;92,96 %;7,04 %
59474;Prisches;3;32;996;0,00 %;0,00 %;72,03 %;27,97 %
59475;Prouvy;2;32;2 290;0,00 %;94,46 %;5,54 %;0,00 %
59476;Proville;2;32;3 350;0,00 %;95,71 %;3,97 %;0,32 %
59477;Provin;2;32;4 129;0,00 %;99,94 %;0,06 %;0,00 %
59478;Quaëdypre;3;32;1 146;0,00 %;14,45 %;74,24 %;11,31 %
59479;Quarouble;2;32;3 091;0,00 %;95,34 %;3,91 %;0,75 %
59480;Quérénaing;3;32;945;0,00 %;0,00 %;97,92 %;2,08 %
59481;Le Quesnoy;3;32;4 994;0,00 %;0,00 %;98,20 %;1,80 %
59482;Quesnoy-sur-Deûle;2;32;7 126;0,00 %;88,51 %;11,49 %;0,00 %
59483;Quiévelon;4;32;154;0,00 %;0,00 %;2,51 %;97,49 %
59484;Quiévrechain;2;32;5 998;0,00 %;96,83 %;2,99 %;0,18 %
59485;Quiévy;2;32;1 742;0,00 %;99,54 %;0,41 %;0,05 %
59486;Râches;2;32;2 740;0,00 %;98,33 %;1,32 %;0,35 %
59487;Radinghem-en-Weppes;3;32;1 343;0,00 %;0,00 %;99,04 %;0,96 %
59488;Raillencourt-Sainte-Olle;2;32;2 358;0,00 %;97,81 %;1,49 %;0,70 %
59489;Raimbeaucourt;2;32;4 126;0,00 %;93,41 %;6,59 %;0,00 %
59490;Rainsars;4;32;211;0,00 %;0,00 %;1,65 %;98,35 %
59491;Raismes;2;32;12 754;46,83 %;50,54 %;2,35 %;0,28 %
59492;Ramillies;2;32;588;0,00 %;97,20 %;2,28 %;0,52 %
59493;Ramousies;4;32;241;0,00 %;0,00 %;0,87 %;99,13 %
59494;Raucourt-au-Bois;3;32;176;0,00 %;0,00 %;100,00 %;0,00 %
59495;Recquignies;2;32;2 347;0,00 %;85,34 %;14,53 %;0,12 %
59496;Rejet-de-Beaulieu;3;32;246;0,00 %;0,00 %;94,61 %;5,39 %
59497;Renescure;3;32;2 071;0,00 %;0,00 %;97,53 %;2,47 %
59498;Reumont;3;32;379;0,00 %;0,00 %;99,86 %;0,14 %
59499;Rexpoëde;3;32;1 849;0,00 %;0,00 %;96,55 %;3,45 %
59500;Ribécourt-la-Tour;3;32;373;0,00 %;0,00 %;97,34 %;2,66 %
59501;Rieulay;3;32;1 382;0,00 %;49,15 %;49,40 %;1,44 %
59502;Rieux-en-Cambrésis;2;32;1 524;0,00 %;88,87 %;8,12 %;3,01 %
59503;Robersart;3;32;186;0,00 %;0,00 %;94,87 %;5,13 %
59504;Roeulx;2;32;3 686;0,00 %;93,41 %;6,59 %;0,00 %
59505;Rombies-et-Marchipont;3;32;761;0,00 %;0,00 %;98,35 %;1,65 %
59506;Romeries;3;32;435;0,00 %;0,00 %;88,16 %;11,84 %
59507;Ronchin;1;32;18 120;100,00 %;0,00 %;0,00 %;0,00 %
59508;Roncq;1;32;12 848;70,88 %;24,99 %;4,13 %;0,00 %
59509;Roost-Warendin;2;32;6 193;0,00 %;100,00 %;0,00 %;0,00 %
59511;Rosult;2;32;1 863;0,00 %;62,57 %;36,53 %;0,90 %
59512;Roubaix;1;32;94 713;100,00 %;0,00 %;0,00 %;0,00 %
59513;Roucourt;3;32;394;0,00 %;0,00 %;93,64 %;6,36 %
59514;Rousies;2;32;4 222;0,00 %;99,00 %;1,00 %;0,00 %
59515;Rouvignies;2;32;659;0,00 %;94,32 %;5,68 %;0,00 %
59516;Rubrouck;3;32;940;0,00 %;0,00 %;91,71 %;8,29 %
59517;Les Rues-des-Vignes;3;32;697;0,00 %;0,00 %;92,78 %;7,22 %
59518;Ruesnes;3;32;440;0,00 %;0,00 %;96,53 %;3,47 %
59519;Rumegies;3;32;1 580;0,00 %;0,00 %;99,23 %;0,77 %
59520;Rumilly-en-Cambrésis;3;32;1 449;0,00 %;0,00 %;99,96 %;0,04 %
59521;Sailly-lez-Cambrai;2;32;450;0,00 %;96,20 %;0,51 %;3,28 %
59522;Sailly-lez-Lannoy;2;32;1 776;0,00 %;82,97 %;16,08 %;0,95 %
59523;Sainghin-en-Mélantois;2;32;2 493;0,00 %;84,71 %;13,16 %;2,13 %
59524;Sainghin-en-Weppes;2;32;5 533;0,00 %;96,75 %;2,90 %;0,35 %
59525;Sains-du-Nord;3;32;3 004;0,00 %;0,00 %;98,02 %;1,98 %
59526;Saint-Amand-les-Eaux;2;32;16 697;0,00 %;95,26 %;4,40 %;0,34 %
59527;Saint-André-lez-Lille;1;32;11 336;99,07 %;0,00 %;0,93 %;0,00 %
59528;Saint-Aubert;3;32;1 520;0,00 %;0,02 %;99,79 %;0,19 %
59529;Saint-Aubin;3;32;374;0,00 %;0,00 %;97,04 %;2,96 %
59530;Saint-Aybert;3;32;358;0,00 %;0,00 %;98,89 %;1,11 %
59531;Saint-Benin;3;32;355;0,00 %;0,00 %;97,72 %;2,28 %
59532;Saint-Georges-sur-l'Aa;4;32;308;0,00 %;0,00 %;4,28 %;95,72 %
59533;Saint-Hilaire-lez-Cambrai;2;32;1 643;0,00 %;88,22 %;11,78 %;0,00 %
59534;Saint-Hilaire-sur-Helpe;3;32;780;0,00 %;0,45 %;92,63 %;6,92 %
59535;Saint-Jans-Cappel;3;32;1 632;0,00 %;0,00 %;98,61 %;1,39 %
59536;Sainte-Marie-Cappel;3;32;834;0,00 %;0,00 %;94,81 %;5,19 %
59537;Saint-Martin-sur-Écaillon;3;32;526;0,00 %;0,00 %;91,49 %;8,51 %
59538;Saint-Momelin;3;32;412;0,00 %;0,00 %;95,75 %;4,25 %
59539;Saint-Pierre-Brouck;3;32;984;0,00 %;0,00 %;92,49 %;7,51 %
59541;Saint-Python;3;32;991;0,00 %;0,00 %;99,73 %;0,27 %
59542;Saint-Remy-Chaussée;3;32;492;0,00 %;6,52 %;84,88 %;8,60 %
59543;Saint-Remy-du-Nord;2;32;1 193;0,00 %;59,27 %;39,76 %;0,96 %
59544;Saint-Saulve;1;32;10 983;84,76 %;9,20 %;6,01 %;0,04 %
59545;Saint-Souplet;3;32;1 290;0,00 %;0,00 %;84,15 %;15,85 %
59546;Saint-Sylvestre-Cappel;3;32;1 105;0,00 %;0,00 %;95,94 %;4,06 %
59547;Saint-Vaast-en-Cambrésis;2;32;887;0,00 %;62,36 %;37,53 %;0,11 %
59548;Saint-Waast;3;32;614;0,00 %;0,00 %;93,09 %;6,91 %
59549;Salesches;3;32;315;0,00 %;0,00 %;98,39 %;1,61 %
59550;Salomé;3;32;2 981;0,00 %;7,94 %;92,06 %;0,00 %
59551;Saméon;3;32;1 514;0,00 %;0,87 %;99,01 %;0,13 %
59552;Sancourt;4;32;201;0,00 %;0,00 %;0,00 %;100,00 %
59553;Santes;2;32;5 618;0,00 %;96,03 %;3,92 %;0,06 %
59554;Sars-et-Rosières;3;32;528;0,00 %;0,00 %;99,86 %;0,14 %
59555;Sars-Poteries;3;32;1 473;0,00 %;0,00 %;98,03 %;1,97 %
59556;Sassegnies;3;32;270;0,00 %;0,00 %;83,01 %;16,99 %
59557;Saultain;3;32;2 058;0,00 %;0,00 %;98,62 %;1,38 %
59558;Saulzoir;3;32;1 701;0,00 %;0,00 %;100,00 %;0,00 %
59559;Sebourg;3;32;1 890;0,00 %;0,00 %;98,52 %;1,48 %
59560;Seclin;2;32;12 295;0,00 %;93,37 %;6,31 %;0,32 %
59562;Sémeries;4;32;540;0,00 %;0,00 %;38,35 %;61,65 %
59563;Semousies;3;32;240;0,00 %;0,00 %;99,97 %;0,03 %
59564;La Sentinelle;1;32;3 322;70,47 %;26,59 %;2,94 %;0,00 %
59565;Sepmeries;3;32;587;0,00 %;0,00 %;100,00 %;0,00 %
59566;Sequedin;1;32;4 385;97,82 %;0,04 %;2,14 %;0,00 %
59567;Séranvillers-Forenville;3;32;330;0,00 %;0,00 %;90,82 %;9,18 %
59568;Sercus;3;32;411;0,00 %;0,00 %;91,99 %;8,01 %
59569;Sin-le-Noble;1;32;16 257;65,38 %;32,01 %;2,55 %;0,06 %
59570;Socx;3;32;964;0,00 %;17,48 %;77,58 %;4,94 %
59571;Solesmes;3;32;4 605;0,00 %;0,00 %;95,72 %;4,28 %
59572;Solre-le-Château;3;32;1 801;0,00 %;0,00 %;95,51 %;4,49 %
59573;Solrinnes;4;32;125;0,00 %;0,00 %;0,00 %;100,00 %
59574;Somain;2;32;12 506;0,00 %;96,97 %;2,91 %;0,12 %
59575;Sommaing;3;32;338;0,00 %;0,00 %;95,57 %;4,43 %
59576;Spycker;3;32;1 594;0,00 %;0,00 %;98,96 %;1,04 %
59577;Staple;3;32;681;0,00 %;0,00 %;92,33 %;7,67 %
59578;Steenbecque;3;32;1 743;0,00 %;0,00 %;95,75 %;4,25 %
59579;Steene;3;32;1 272;0,00 %;0,00 %;95,12 %;4,88 %
59580;Steenvoorde;3;32;4 055;0,00 %;0,00 %;93,75 %;6,25 %
59581;Steenwerck;3;32;3 471;0,00 %;12,08 %;87,07 %;0,85 %
59582;Strazeele;3;32;773;0,00 %;0,00 %;99,58 %;0,42 %
59583;Taisnières-en-Thiérache;3;32;466;0,00 %;0,00 %;94,09 %;5,91 %
59584;Taisnières-sur-Hon;3;32;926;0,00 %;0,00 %;89,52 %;10,48 %
59585;Templemars;1;32;3 158;75,43 %;18,09 %;6,39 %;0,09 %
59586;Templeuve-en-Pévèle;2;32;5 786;0,00 %;81,65 %;17,41 %;0,94 %
59587;Terdeghem;3;32;554;0,00 %;0,00 %;89,78 %;10,22 %
59588;Téteghem-Coudekerque-Village;2;32;8 239;26,81 %;51,10 %;20,92 %;1,18 %
59589;Thiant;2;32;2 560;0,00 %;91,77 %;6,30 %;1,93 %
59590;Thiennes;3;32;796;0,00 %;0,00 %;97,32 %;2,68 %
59591;Thivencelle;3;32;820;0,00 %;0,00 %;97,94 %;2,06 %
59592;Thumeries;2;32;3 916;0,00 %;87,69 %;12,31 %;0,00 %
59593;Thun-l'Évêque;3;32;658;0,00 %;0,00 %;98,82 %;1,18 %
59594;Thun-Saint-Amand;3;32;1 136;0,00 %;0,00 %;100,00 %;0,00 %
59595;Thun-Saint-Martin;3;32;531;0,00 %;0,00 %;100,00 %;0,00 %
59596;Tilloy-lez-Marchiennes;3;32;556;0,00 %;0,00 %;99,38 %;0,62 %
59597;Tilloy-lez-Cambrai;2;32;589;0,00 %;99,12 %;0,00 %;0,88 %
59598;Toufflers;1;32;3 989;47,03 %;52,57 %;0,00 %;0,40 %
59599;Tourcoing;1;32;91 923;99,69 %;0,15 %;0,16 %;0,00 %
59600;Tourmignies;3;32;687;0,00 %;0,00 %;100,00 %;0,00 %
59601;Trélon;3;32;3 090;0,00 %;0,00 %;98,93 %;1,07 %
59602;Tressin;2;32;1 262;0,00 %;82,84 %;16,82 %;0,34 %
59603;Trith-Saint-Léger;2;32;6 446;19,29 %;73,60 %;7,12 %;0,00 %
59604;Troisvilles;3;32;823;0,00 %;0,00 %;98,87 %;1,13 %
59605;Uxem;3;32;1 324;0,00 %;65,33 %;29,41 %;5,26 %
59606;Valenciennes;1;32;43 335;100,00 %;0,00 %;0,00 %;0,00 %
59607;Vendegies-au-Bois;3;32;493;0,00 %;0,00 %;87,07 %;12,93 %
59608;Vendegies-sur-Écaillon;3;32;1 121;0,00 %;0,00 %;97,86 %;2,14 %
59609;Vendeville;2;32;1 634;0,00 %;99,99 %;0,00 %;0,01 %
59610;Verchain-Maugré;3;32;903;0,00 %;0,00 %;98,29 %;1,71 %
59611;Verlinghem;2;32;2 385;0,05 %;70,63 %;29,31 %;0,00 %
59612;Vertain;3;32;467;0,00 %;0,00 %;99,28 %;0,72 %
59613;Vicq;2;32;1 438;0,00 %;91,83 %;3,02 %;5,14 %
59614;Viesly;3;32;1 458;0,00 %;0,01 %;92,08 %;7,91 %
59615;Vieux-Berquin;3;32;2 504;0,00 %;0,00 %;96,62 %;3,38 %
59616;Vieux-Condé;2;32;10 494;0,00 %;96,85 %;1,78 %;1,38 %
59617;Vieux-Mesnil;3;32;577;0,00 %;0,00 %;96,71 %;3,29 %
59618;Vieux-Reng;3;32;853;0,00 %;0,00 %;96,14 %;3,86 %
59619;Villereau;3;32;944;0,00 %;0,00 %;96,18 %;3,82 %
